Stn	T4700	G150	T1966	T461	T1338	T3133	Spp
Svinøy	70-70	131-131	102-102	139-141	75-75	115-115	Calanus finmarchicus
Svinøy	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Svinøy	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Svinøy	70-70	131-131	102-102	143-146	72-75	115-115	Calanus finmarchicus
Svinøy	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Svinøy	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	134-141	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-146	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	139-139	90-90	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-143	NA	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	NA	134-134	NA	113-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	NA	75-75	113-113	Calanus finmarchicus
Off-Tromsø	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Off-Tromsø	70-70	131-131	NA	139-143	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	NA	141-141	NA	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	NA	75-75	NA	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	NA	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	NA	NA	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	NA	80-80	NA	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	NA	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	72-72	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	NA	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	NA	141-141	75-75	113-113	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	NA	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-126	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-119	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	NA	NA	Calanus finmarchicus
Off-Tromsø	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Off-Tromsø	67-67	NA	99-99	136-136	72-72	107-107	Calanus glacialis
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-119	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Off-Tromsø	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Off-Tromsø	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	139-141	75-75	115-115	Calanus finmarchicus
Off-Tromsø	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	105-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-146	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Trondheimsfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	113-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	136-143	75-75	113-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	113-113	Calanus finmarchicus
Trondheimsfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	134-134	NA	NA	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Tysfjord	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Tysfjord	70-70	131-131	102-102	141-146	NA	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	134-134	NA	NA	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	NA	134-134	75-75	NA	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Tysfjord	70-70	131-131	102-102	141-141	75-75	113-115	Calanus finmarchicus
Tysfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Tysfjord	70-70	131-131	102-102	141-141	72-72	115-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Van Mijenfjord	70-70	131-131	102-102	141-141	NA	115-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	143-143	NA	113-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	134-134	72-72	107-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Van Mijenfjord	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	134-134	72-72	105-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	141-141	72-75	113-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Van Mijenfjord	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Van Mijenfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	134-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	NA	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	105-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Van Mijenfjord	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Vestfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Vestfjord 2	70-70	131-131	102-102	143-143	75-75	113-113	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 2	67-67	161-161	NA	NA	72-72	NA	Calanus glacialis
Vestfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Vestfjord 2	67-67	161-161	99-99	136-136	72-72	107-107	Calanus glacialis
Vestfjord 2	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	139-143	NA	115-115	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	141-141	95-95	NA	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	141-143	75-75	113-115	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	NA	75-75	115-115	Calanus finmarchicus
Vestfjord 2	70-70	131-131	NA	134-134	NA	NA	Calanus finmarchicus
Vestfjord 2	70-70	131-131	102-102	143-143	NA	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-141	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	72-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	67-67	161-161	99-99	136-136	72-72	105-105	Calanus glacialis
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-116	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-143	75-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-143	NA	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	141-141	72-75	115-115	Calanus finmarchicus
Vestfjord 3	70-70	131-131	102-102	143-143	75-75	115-115	Calanus finmarchicus
